Old_Crime_ID	Crime_ID	Country	Link	Event_year	Event_date	Seizure_co	Seizure_ci	X	Y	N. of fire	Firearm_Ty	Ammunition	Storage	Shooting/h	N. of acto	Actors_nat	Actors_age	Actors_gen	Additional	Source	NUTS_ID
AT0055	AT047	Austria	http://kurier.at/chronik/niederoesterreich/ein-fast-legales-waffenarsenal-eingezogen/72.277.760	2014.0	2014-06-25T00:00:00Z	Austria	Stockerau	16.20824	48.38515	N/A	N/A	Yes	House	N/A	2.0	N/A;N/A	30;30	N/A;N/A	A sniper rifle (Brand: Mannlicher), handguns and hundreds rounds of ammunition	Press Review	AT12
AT0056	AT048	Austria	http://salzburg.orf.at/news/stories/2656678/	2014.0	2014-07-02T00:00:00Z	Austria	Hallein	13.09596	47.68274	4.0	Other;Other;Other;Other	N/A	N/A	N/A	4.0	N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A	Airsof guns looking like a sniper rifle, a submachine gun and two pistols	Press Review	AT32
AT0057	AT049	Austria	http://www.noen.at/nachrichten/lokales/aktuell/tulln/top-Polizei-Schuss-Faustfeuerwaffe-Festnahme-Pensionist-gab-Schuss-ab;art2433,549602;http://www.krone.at/Nachrichten/Pensionist_gab_beim_Hantieren_mit_Waffe_Schuss_ab-Einbrecher_vermutet-Story-410646?utm_source=krone.at&utm_medium=RSS-Feed&utm_campaign=Nachrichten;http://www.tt.com/home/8599874-91/pensionist-gab-beim-hantieren-mit-waffe-in-haus-in-n%C3%B6-schuss-ab.csp	2014.0	2014-07-03T00:00:00Z	Austria	Michelhausen	15.938359	48.290502	1.0	N/A	Yes	N/A	N/A	1.0	N/A	58.0	N/A		Press Review	AT12
AT0058	AT050	Austria	http://salzburg.orf.at/news/stories/2656678/	2014.0	2014-07-05T00:00:00Z	Austria	Zell am See	12.790121	47.322538	2.0	Other;Other	N/A	N/A	N/A	2.0	N/A;N/A	N/A;N/A	N/A;N/A	Air rifle	Press Review	AT32
AT0059	AT051	Austria	http://www.heute.at/news/oesterreich/wien/art23652,1090002?ref=rss;http://www.salzburg.com/nachrichten/oesterreich/chronik/sn/artikel/internationaler-drogenring-nach-langen-ermittlungen-zerschlagen-126220/	2014.0	2014-09-11T00:00:00Z	Austria	N/A	14.93253	48.18555	4.0	Machine gun;Other;Shotgun;Sub-machine gun	N/A	House	N/A	5.0	N/A;N/A;N/A;N/A;N/A	32;49;56;51;22	F;M;M;M;M	OCG involved in drug trafficking. One firearm Scorpio, a pumpgun and a Taser	Press Review	AT12
AT0060	AT052	Austria	http://kurier.at/chronik/wien/bankraeuber-schoss-die-wega-nahm-ihn-fest/92.655.427	2014.0	2014-10-22T00:00:00Z	Austria	Vienna	16.37278	48.20922	N/A	N/A	N/A	N/A	N/A	1.0	N/A	42.0	N/A	After a robbery	Press Review	AT13
AT0061	AT053	Austria	http://www.oe24.at/oesterreich/chronik/salzburg/Salzburger-schoss-auf-fahrendes-Auto/179058705;http://www.salzburg.com/nachrichten/salzburg/chronik/sn/artikel/mit-gewehr-auf-auto-geschossen-salzburger-verurteilt-140268/;http://salzburg.orf.at/news/stories/2697671/	2014.0	2014-11-01T00:00:00Z	Austria	Salzburg	13.0444	47.80051	1.0	Other	N/A	N/A	No	1.0	N/A	42.0	M	Air rifle	Press Review	AT32
AT0062	AT054	Austria	http://www.heute.at/news/oesterreich/art23655,1093519?ref=rss	2014.0	2014-11-06T00:00:00Z	Austria	N/A	14.93253	48.18555	N/A	N/A	Yes	Car;House	No	1.0	Austrian	52.0	M	Threatening his ex partner	Press Review	AT12
AT0063	AT055	Austria	http://www.krone.at/Nachrichten/Jagddrama_in_NOe_Treiber_-54-_erleidet_Kopfschuss-Schuetze_gesucht-Story-426773?utm_source=krone.at&utm_medium=RSS-Feed&utm_campaign=Nachrichten	2014.0	2014-11-08T00:00:00Z	Austria	Hollabrunn	16.07853	48.56219	12.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A	N/A	Yes	N/A	N/A	N/A	N/A	During hunting one man 54 years old injured. All weapons seized for ballistic examination	Press Review	AT12
AT0064	AT056	Austria	http://wien.orf.at/news/stories/2679475/;http://www.tt.com/home/9268834-91/27-j%C3%A4hriger-soll-in-wien-acht-kilo-marihuana-verkauft-haben.csp	2014.0	2014-11-14T00:00:00Z	Austria	Vienna	16.37278	48.20922	2.0	Rifle;Rifle	Yes	House	N/A	1.0	N/A	27.0	N/A	Also a machete and drug	Press Review	AT13
AT0066	AT057	Austria	http://kurier.at/chronik/niederoesterreich/spektakulaerer-polizeieinsatz-in-st-poelten/111.980.704;http://diepresse.com/home/panorama/oesterreich/4655062/Park-umstellt_Spektakulaerer-Polizeieinsatz-in-St-Polten?from=rss;http://wirtschaftsblatt.at/home/nachrichten/oesterreich/niederoesterreich/4655061/Spektakulaerer-Polizeieinsatz-in-St-Polten?from=rss;http://www.salzburg.com/nachrichten/oesterreich/chronik/sn/artikel/spektakulaerer-polizeieinsatz-in-st-poelten-137138/;http://noe.orf.at/news/stories/2693049/;http://www.krone.at/Nachrichten/Drohung_mit_Pistole_sorgt_fuer_Polizei-Grosseinsatz-Parkanlage_umstellt-Story-437681?utm_source=krone.at&utm_medium=RSS-Feed&utm_campaign=Nachrichten;http://www.tt.com/home/9596547-91/spektakul%C3%A4rer-polizeieinsatz-in-st.-p%C3%B6lten.csp;http://www.bvz.at/nachrichten/in-und-ausland/oesterreich/Spektakulaerer-Polizeieinsatz-in-St-Poelten-Promenade-gesperrt;art105107,605434	2015.0	2015-02-04T00:00:00Z	Austria	Sankt Pölten	15.62264	48.20455	1.0	Other	N/A	N/A	No	8.0	Austrian;Chechen;Chechen;Chechen;Chechen;Chechen;Chechen;Kosovan	16-19;16-19;16-19;16-19;16-19;16-19;16-19;16-19	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Gas pistol. In Sparkassenpark.Also brass knuckles and fake identity card confiscated.	Press Review	AT12
AT0067	AT058	Austria	http://noe.orf.at/news/stories/2693226/;http://www.kleinezeitung.at/s/chronik/oesterreich/4655796/Niederosterreich_Waffen-und-Munitionslager-im-Weinviertel-entdeckt;http://www.oe24.at/oesterreich/chronik/niederoesterreich/Waffen-und-Munitionslager-ausgehoben/175594987;http://www.salzburg.com/nachrichten/oesterreich/chronik/sn/artikel/waffen-und-munitionslager-im-weinviertel-entdeckt-137249/;http://diepresse.com/home/panorama/oesterreich/4655999/Weinviertel_Waffen-und-Munitionslager-ausgehoben?from=rss;http://www.krone.at/Nachrichten/Waffenarsenal_ausgehoben_70-Jaehriger_angezeigt-Tausende_Patronen-Story-437847?utm_source=krone.at&utm_medium=RSS-Feed&utm_campaign=Nachrichten	2015.0	2015-02-05T00:00:00Z	Austria	Mistelbach (Region)	-	-	39.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Yes	Warehouse	N/A	1.0	N/A	70.0	M	6,810 pieces of ammunition and 540 pieces of prohibited cartridges for handguns. Illicit possession. Case started in 2014 for illicit purchase and possession;Firearms:Revolver;Pistol;Rifle;Shotgun	Press Review	
AT0068	AT059	Austria	http://www.oe24.at/oesterreich/chronik/wien/Lenker-stieg-aus-und-drohte-mit-Waffe/177622925;http://www.krone.at/Nachrichten/21-Jaehriger_bedroht_Autofahrer_mit_Waffe-Vorrang_genommen-Story-440061?utm_source=krone.at&utm_medium=RSS-Feed&utm_campaign=Nachrichten;http://wien.orf.at/news/stories/2695837/	2015.0	2015-02-17T00:00:00Z	Austria	Vienna	16.37278	48.20922	1.0	Other	N/A	N/A	No	1.0	N/A	21.0	M	Gas pistol used to threaten 	Press Review	AT13
AT0006	AT060	Austria	http://www.wienerzeitung.at/nachrichten/oesterreich/chronik/537989_Ex-Pater-von-Kremsmuenster-muss-vor-Gericht.html	2010.0	N/A	Austria	N/A	14.93253	48.18555	1.0	Shotgun	N/A	N/A	N/A	1.0	Austrian	79.0	M	Illicit weapon used to threaten students	Press Review	AT12
AT0007	AT061	Austria	http://steiermark.orf.at/stories/422921/	2010.0	N/A	Austria	Fehring	16.013202	46.936898	N/A	N/A	N/A	House	N/A	1.0	Austrian	56.0	M	The man threatens a delivery newspaper person with an assault rifle imitation. The police finds in his house lawfully pistols and rifles in addition to an assault rifle imitation	Press Review	AT22
AT0008	AT062	Austria	http://vorarlberg.orf.at/stories/479362/	2010.0	N/A	Austria	Bregenz	9.74707	47.50303	N/A	N/A	Yes	House	N/A	1.0	German	45.0	M		Press Review	AT34
AT0017	AT063	Austria	http://www.oe24.at/oesterreich/chronik/salzburg/Drogendealer-schon-mit-12-von-Vater-eingeschult/36325231;http://www.oe24.at/oesterreich/chronik/Streit-auf-der-A1-in-Salzburg-Bursch-schoss-auf-Auto-einer-Frau/37167936;http://www.heute.at/news/oesterreich/bundeslaender/Irre-Autofahrerin-waehrend-Fahrt-auf-A1-attackiert;art1303,588204	2011.0	N/A	Austria	N/A	14.93253	48.18555	9.0	Pistol;Revolver;Rifle;Rifle;Rifle;Rifle;Rifle;Shotgun;Shotgun	Yes	House	N/A	1.0	Austrian	26.0	M	540 ammunition and Kalashnikov, two shotguns, four carbines, a revolver and a pistol	Press Review	AT12
AT0027	AT064	Austria	http://salzburg.orf.at/news/stories/2546166/;http://www.salzburg.com/nachrichten/salzburg/chronik/sn/artikel/cannabis-plantage-und-illegale-waffen-entdeckt-25436/	2012.0	N/A	Austria	Flachgau (Region)	-	-	10.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Yes	House	N/A	1.0	N/A	23.0	M	Ten illegal firearms and 1000 cartridges, helmet and other army-equipment.	Press Review	
AT0028	AT065	Austria	http://www.oe24.at/oesterreich/chronik/niederoesterreich/Riesiges-Waffenlager-in-NOe-ausgehoben/63351262;http://www.oe24.at/oesterreich/chronik/niederoesterreich/Polizei-hob-illegales-Waffen-Arsenal-aus/63351262;http://kurier.at/nachrichten/niederoesterreich/4493063-jugendliche-pluenderten-waffenlager.php	2012.0	N/A	Austria	Blumau-Neurißhof	16.30137	47.92187	3261.0	Other	N/A	Warehouse	N/A	1.0	Asian	37.0	F	16,300 knives, daggers and machetes, 800 prohibited weapons and 3261 Softguns were seized;some are declared as toys. Firearms from China	Press Review	AT12
AT0049	AT066	Austria	http://kurier.at/chronik/niederoesterreich/industrieviertel/niederoesterreich-riesiges-zigarettendepot-aufgeflogen/4.671.376	2013.0	N/A	Austria	Wiener Neustadt	16.24579	47.81292	2.0	Machine gun;Other	N/A	House	N/A	1.0	N/A	N/A	M	Machine gun and handgun	Press Review	AT12
AT0050	AT067	Austria	http://www.heute.at/news/oesterreich/art23655,858025	2013.0	N/A	Austria	Schruns	9.919721	47.080203	13.0	Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Other;Other;Other	N/A	House	N/A	1.0	Austrian	74.0	M	Legal possession of 10rifles and 2 handguns. Also seize telescopic walking stick transformed into a small-caliber gun with a silencer 	Press Review	AT34
AT0065	AT068	Austria	http://www.heute.at/news/oesterreich/art23655,1096964?ref=rss	2014.0	N/A	Austria	Güssing	16.3221	47.06094	1.0	Rifle	N/A	House	N/A	6.0	N/A;N/A;N/A;N/A;N/A;N/A	19-58;19-58;19-58;19-58;19-58;19-58	F;M;M;M;M;M	Also brass knuckles, drug and cash	Press Review	AT11
BE0001	BE001	Belgium	http://www.standaard.be/artikel/detail.aspx?artikelid=DMF20100202_004;http://www.nieuwsblad.be/Article/Detail.aspx?articleid=DMF20100202_004;http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1062025/2010/02/02/Onderzoek-naar-speurder-in-dossier-Bende-van-Nijvel.dhtml	2010.0	2010-02-02T00:00:00Z	Belgium	Nivelles	4.328502	50.597235	1.0	N/A	N/A	N/A	N/A	1.0	N/A	N/A	M		Press Review	BE31
BE0002	BE002	Belgium	http://www.standaard.be/artikel/detail.aspx?artikelid=QE2LS7NL	2010.0	2010-02-04T00:00:00Z	Belgium	N/A	-	-	1.0	N/A	N/A	N/A	N/A	6.0	N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A		Press Review	
BE0003	BE003	Belgium	http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1068047/2010/02/15/Man-uit-Beringen-vrijgelaten-na-schietpartij-op-Turks-feest.dhtml	2010.0	2010-02-14T00:00:00Z	Belgium	Beringen	5.218465	51.048636	1.0	Pistol	N/A	N/A	Yes	1.0	Belgian	29.0	M		Press Review	BE22
BE0004	BE004	Belgium	http://www.standaard.be/artikel/detail.aspx?artikelid=I42NI2I5	2010.0	2010-03-14T00:00:00Z	Belgium	Vlijtingen	5.583819	50.832207	N/A	N/A	N/A	Car;House	Yes	1.0	Belgian	N/A	M	Firearms seized include: 1 rifle;1 shotgun	Press Review	BE22
BE0005	BE005	Belgium	http://www.nieuwsblad.be/Article/Detail.aspx?articleid=GKF2QD9A8	2010.0	2010-05-17T00:00:00Z	Belgium	Lebekke	4.128608	51.000786	9.0	Machine gun;Machine gun;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Revolver;	N/A	Car	N/A	1.0	Belgian	41.0	M		Press Review	BE23
BE0006	BE006	Belgium	http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1111700/2010/05/30/Politie-controleert-honderden-voertuigen-in-Namen.dhtml	2010.0	2010-05-29T00:00:00Z	Belgium	Namur	4.869233	50.468698	1.0	N/A	N/A	Car	N/A	1.0	N/A	N/A	N/A		Press Review	BE35
BE0007	BE007	Belgium	http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1120946/2010/06/18/Acht-personen-aangehouden-voor-cannabistrafiek-in-Roeselare.dhtml	2010.0	2010-06-17T00:00:00Z	Belgium	Several places	-	-	N/A	N/A	N/A	N/A	N/A	18.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Roeselare and Kortrijk (Regions)	Press Review	
BE0008	BE008	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1136624/2010/07/23/Une-bande-de-trafiquants-d-armes-et-de-drogue-arretee-a-Turnhout.dhtml	2010.0	2010-07-01T00:00:00Z	Belgium	Turnhout	4.937898	51.331925	4.0	N/A;N/A;N/A;N/A	Yes	N/A	N/A	N/A	N/A	N/A	N/A	Nine other prohibited weapons were found during searches in Wavre-Sainte-Catherine area	Press Review	BE21
BE0009	BE009	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1136624/2010/07/23/Une-bande-de-trafiquants-d-armes-et-de-drogue-arretee-a-Turnhout.dhtml	2010.0	2010-07-02T00:00:00Z	Belgium	Turnhout	4.937898	51.331925	20.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Press Review	BE21
BE0010	BE010	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1185195/2010/11/19/Perquisitions-dans-la-Region-de-Charleroi.dhtml	2010.0	2010-11-13T00:00:00Z	Belgium	Charleroi	4.446836	50.410794	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	several firearms seized;war arms	Press Review	BE32
BE0011	BE011	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1185195/2010/11/19/Perquisitions-dans-la-Region-de-Charleroi.dhtml	2010.0	2010-11-14T00:00:00Z	Belgium	Montignies-sur-Sambre	4.477823	50.402675	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	several firearms seized: 1 Kalashnikov;1 rifle Fall;others	Press Review	BE32
BE0012	BE012	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1425473/2012/04/18/Proces-terrorisme-un-centre-islamique-au-coeur-de-l-enquete.dhtml?utm_source=RSSReader&utm_medium=RSS	2010.0	2010-11-15T00:00:00Z	Belgium	Anderlecht	4.309081	50.836234	N/A	N/A	N/A	House	N/A	7.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A	Jihadists	Press Review	BE10
BE0013	BE013	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1192759/2010/12/07/Saisie-d-armes-et-de-stupefiants-a-Charleroi.dhtml	2010.0	2010-12-06T00:00:00Z	Belgium	Montignies-sur-Sambre	4.477823	50.402675	2.0	Pistol;Rifle	Yes	N/A	N/A	N/A	N/A	N/A	N/A		Press Review	BE32
BE0016	BE014	Belgium	http://www.nieuwsblad.be/Article/Detail.aspx?articleid=BC34FU13	2011.0	2011-01-03T00:00:00Z	Belgium	Brussels	4.366434	50.83208	1.0	Pistol	N/A	N/A	N/A	1.0	N/A	N/A	M		Press Review	BE10
BE0017	BE015	Belgium	"http://www.standaard.be/artikel/detail.aspx?artikelid=DMF20110105_096;
http://www.nieuwsblad.be/cnt/dmf20110105_096"	2011.0	2011-01-04T00:00:00Z	Belgium	Torhout	3.104088	51.063917000000004	N/A	N/A	Yes	Other	Yes	1.0	N/A	50.0	M	His own cafè	Press Review	BE25
BE0018	BE016	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1224561/2011/02/18/Mandat-d-arret-prolonge-pour-trois-membres-des-Hells-Angels.dhtml;http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1223711/2011/02/17/Trois-membres-des-Hells-Angels-arretes.dhtml	2011.0	2011-02-27T00:00:00Z	Belgium	Several places	-	-	N/A	N/A	N/A	N/A	Yes	3.0	N/A;N/A;N/A	N/A;N/A;N/A	N/A;N/A;N/A	Hells Angel shooting in 2009 in Eernegem, Gentbrugge, Genk and Mouscron	Press Review	
BE0019	BE017	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1563321/2013/01/16/Sursis-pour-une-dame-agee-qui-menacait-d-abattre-sa-fille.dhtml?utm_source=RSSReader&utm_medium=RSS	2011.0	2011-03-28T00:00:00Z	Belgium	Brussels	4.366434	50.83208	1.0	Shotgun	N/A	N/A	N/A	1.0	N/A	70.0	F	Woman threatened her daughter with shotgun	Press Review	BE10
BE0020	BE018	Belgium	http://www.hbvl.be/cnt/dmf20150115_01475191/speurders-vragen-12-uren-om-onderzoek-naar-outlawsmoorden-toe-te-lichten;http://www.hln.be/hln/nl/957/Binnenland/article/detail/2183022/2015/01/15/Speurders-hebben-12-uren-nodig-om-onderzoek-Hells-Angel-toe-te-lichten.dhtml	2011.0	2011-05-20T00:00:00Z	Belgium	Maasmechelen	5.704636	50.97904	1.0	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A	Homicide	Press Review	BE22
BE0021	BE019	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1273059/2011/06/01/Saisie-record-de-faux-euros-dans-le-Hainaut.dhtml;http://www.rtbf.be/info/societe/detail_hainaut-interpellations-pour-trafic-de-fausse-monnaie-en-lien-avec-la-mafia?id=6205943	2011.0	2011-05-31T00:00:00Z	Belgium	Mons	3.958032	50.454957	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dismantled a group of italian-belgian specialised in counterfeited currency linked to Camorra	Press Review	BE32
BE0022	BE020	Belgium	http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1274432/2011/06/05/Man-kritiek-na-moordpoging-in-Olloy-sur-Viroin.dhtml	2011.0	2011-06-05T00:00:00Z	Belgium	Olloy-sur-Viroin	4.607452	50.072393	1.0	Pistol	N/A	House	Yes	1.0	Belgian	20.0	M		Press Review	BE35
BE0023	BE021	Belgium	http://www.7sur7.be/7s7/fr/3007/Belgique/article/detail/1281718/2011/06/21/Un-pistolet-mitrailleur-et-1-kg-de-cocaine-saisis-a-Schaerbeek.dhtml	2011.0	2011-06-19T00:00:00Z	Belgium	Schaerbeek	4.379052	50.865775	1.0	Sub-machine gun	N/A	N/A	N/A	1.0	N/A	N/A	M	1 kg of cocaine has been seized as well	Press Review	BE10
BE0024	BE022	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1282312/2011/06/22/Saisie-de-8-kilos-de-drogue-et-180-plantes-de-cannabis-a-Anvers.dhtml	2011.0	2011-06-21T00:00:00Z	Belgium	Antwerp	4.39933	51.22056	5.0	N/A;N/A;N/A;N/A;N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Police operation on veihcles. In total, 1,100 people and 981 vehicles were checked. 	Press Review	BE21
BE0025	BE023	Belgium	http://www.nieuwsblad.be/cnt/dmf20141217_01434883	2011.0	2011-07-01T00:00:00Z	Belgium	Antwerp	4.39933	51.22056	1.0	N/A	N/A	N/A	N/A	1.0	Belgian	61.0	M		Press Review	BE21
BE0026	BE024	Belgium	"http://www.standaard.be/artikel/detail.aspx?artikelid=DMF20110708_105;
http://www.nieuwsblad.be/cnt/dmf20110708_105;
http://www.demorgen.be/binnenland/man-zwaait-met-wapen-in-mechelse-winkelstraat-a1289844/"	2011.0	2011-07-06T00:00:00Z	Belgium	Mechelen	4.474965	51.02611	1.0	Other	N/A	Car	Yes	2.0	Belgian;Belgian	N/A;N/A	M;M	Air Pistol	Press Review	BE21
BE0027	BE025	Belgium	"http://www.standaard.be/artikel/detail.aspx?artikelid=DMF20110707_088;
http://www.nieuwsblad.be/cnt/dmf20110707_088"	2011.0	2011-07-07T00:00:00Z	Belgium	Antwerp	4.39933	51.22056	1.0	Rifle	N/A	House	Yes	1.0	Belgian	53.0	M		Press Review	BE21
BE0028	BE026	Belgium	http://www.7sur7.be/7s7/fr/3007/Belgique/article/detail/1298178/2011/07/28/Le-forcene-d-Anderlecht-ne-sera-pas-poursuivi-pour-prise-d-otage.dhtml	2011.0	2011-07-27T00:00:00Z	Belgium	Anderlecht	4.309081	50.836234	1.0	Other	Yes	N/A	N/A	1.0	N/A	47.0	M	Firearm: sport rifle	Press Review	BE10
BE0029	BE027	Belgium	http://www.lameuse.be/835096/article/Regions/mouscron/actualite/2013-10-15/pecq-estaimpuis-les-jeunes-s-arment-pour-sortir-en-boite	2011.0	2011-07-27T00:00:00Z	Belgium	Menin	3.123802	50.795116	1.0	Other	N/A	Car	N/A	1.0	N/A	N/A	M	False weapon (Glock 19) was seized during routine control	Press Review	BE25
BE0030	BE028	Belgium	http://www.demorgen.be/dm/nl/989/Binnenland/article/detail/1299558/2011/08/01/Twintiger-opgepakt-na-verkeersagressie-in-Anderlecht.dhtml	2011.0	2011-08-01T00:00:00Z	Belgium	N/A	-	-	1.0	N/A	Yes	House	N/A	1.0	N/A	26.0	M		Press Review	
BE0031	BE029	Belgium	http://www.lacapitale.be/874613/article/actualite/l-info-en-continu/2013-12-05/des-trafiquants-d-armes-et-leurs-clients-risquent-jusqu-a-40-mois-de-priso	2011.0	2011-09-01T00:00:00Z	Belgium	N/A	-	-	70.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Pistol	Yes	N/A	No	13.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	dismanteld a group of intermediary;Thousand of ammunition found;also antique guns	Press Review	
BE0032	BE030	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1360821/2011/12/09/Un-trafic-international-d-etres-humains-demantele-a-Liege.dhtml	2011.0	2011-09-12T00:00:00Z	Belgium	Liège	5.580894	50.632807	N/A	N/A	N/A	N/A	N/A	4.0	N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A	F;M;M;M	Human trafficking	Press Review	BE33
BE0033	BE031	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1320248/2011/09/16/Deux-malfrats-tentent-de-forcer-un-barrage-sur-la-E313.dhtml	2011.0	2011-09-16T00:00:00Z	Belgium	Riemst	5.601053	50.808756	1.0	Pistol	N/A	N/A	N/A	2.0	Belgian;Belgian	N/A;N/A	N/A;N/A		Press Review	BE22
BE0034	BE032	Belgium	http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1324675/2011/09/26/Treize-arrestations-en-Belgique-lors-de-l-operation-Etoile.dhtml	2011.0	2011-09-22T00:00:00Z	Belgium	Several places	-	-	N/A	N/A	N/A	N/A	N/A	13.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Antwerp, Liège, Turnhout, Leuven and Tongeren districts	Press Review	
BE0035	BE033	Belgium	http://www.rtbf.be/info/societe/detail_important-trafic-d-armes-demantele-de-nombreuses-armes-achetees-legalement?id=6998143;http://www.7sur7.be/7s7/fr/3007/Belgique/article/detail/1340636/2011/10/28/La-PJ-de-Bruxelles-demantele-un-trafic-d-armes.dhtml	2011.0	2011-10-15T00:00:00Z	Belgium	N/A	-	-	N/A	N/A	N/A	N/A	N/A	8.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	M;M;M;M;N/A;N/A;N/A;N/A	Firearms: Russian revolvers;It is possible to get them in the former Eastern bloc. In addition, the guns can be modified so that others can agree ammunition.	Press Review	
BE0036	BE034	Belgium	"http://www.nieuwsblad.be/Article/Detail.aspx?articleid=GLV3HHBAK;
http://www.standaard.be/cnt/glv3hhbak"	2011.0	2011-10-25T00:00:00Z	Belgium	Kapellen	4.432002	51.315649	1.0	Other	N/A	N/A	N/A	1.0	N/A	17.0	M		Press Review	BE21
BE0037	BE035	Belgium	"http://www.standaard.be/artikel/detail.aspx?artikelid=DMF20111103_059;;
http://www.nieuwsblad.be/cnt/dmf20111103_059"	2011.0	2011-11-03T00:00:00Z	Belgium	Several places	-	-	1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Harelbeke, Wielsbeke, Deerlijk and Waregem	Press Review	
